OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),ComplianceStatus,Outlier,usage_type
21459,2016,NonResidential,Mixed Use Property,Century,10 Harrison St.,Seattle,WA,98109.0,1988200090,7,MAGNOLIA / QUEEN ANNE,47.6223,-122.35653,1964,1.0,4,25132,7308,17824,"Office, Parking, Restaurant",Office,8061.0,Parking,8000.0,Restaurant,2095.0,,564754.1875,Compliant,,Multi-usages
21464,2016,Nonresidential COS,Other,Phelps Center,301 Mercer St.,Seattle,WA,98109.0,1988200250,7,DOWNTOWN,47.60192,-122.33282,1966,1.0,1,49680,0,49680,Other,Other,49680.0,,,,,,2844685.0,Compliant,,Mono-usage
21465,2016,Nonresidential COS,Other,Playhouse,201 Mercer St.,Seattle,WA,98109.0,1988200440,7,DOWNTOWN,47.60219,-122.3313,1962,1.0,1,36314,0,36314,Other,Other,36314.0,,,,,,1832808.75,Compliant,,Mono-usage
21468,2016,NonResidential,Other,Showbox Building,1412 1st Ave S,Seattle,WA,98101.0,1975700560,7,DOWNTOWN,47.60849,-122.33924,1916,1.0,2,25920,0,25920,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",Other - Entertainment/Public Assembly,11888.0,Restaurant,4329.0,Retail Store,4029.0,,1257774.625,Compliant,,Multi-usages
21469,2016,NonResidential,Small- and Mid-Sized Office,Doyle Building,119 Pine Street,Seattle,WA,98101.0,1975700605,7,DOWNTOWN,47.60994,-122.33997,1919,1.0,4,47686,0,47686,"Office, Retail Store",Office,25500.0,Retail Store,8500.0,,,,2071670.25,Compliant,,Multi-usages
21474,2016,NonResidential,Other,The Lusty Lady,1315 1st Ave,Seattle,WA,98101.0,1976200060,7,DOWNTOWN,47.60711,-122.33886,1900,1.0,3,49760,0,49760,Other,Other,24019.0,,,,,,44293.5,Non-Compliant,Low outlier,Mono-usage
21483,2016,NonResidential,Small- and Mid-Sized Office,(ID21483) Madore Building,1501 Western Avenue,Seattle,WA,98101.0,1976200300,7,DOWNTOWN,47.60836,-122.34157,1915,1.0,6,40715,0,40715,"Non-Refrigerated Warehouse, Office, Retail Store",Office,20895.0,Retail Store,16260.0,Non-Refrigerated Warehouse,3560.0,,2827772.75,Compliant,,Multi-usages
21488,2016,NonResidential,Mixed Use Property,E0010 - Elliott Court,2103-2107 Elliott Avenue,Seattle,WA,98121.0,1977200245,7,DOWNTOWN,47.61113,-122.34556,1990,1.0,4,82065,34800,47265,"Office, Parking, Retail Store",Parking,36036.0,Office,27594.0,Retail Store,13945.0,,1717130.875,Compliant,,Multi-usages
21495,2016,NonResidential,Small- and Mid-Sized Office,Alaska Trade Building,1917 1St Ave,Seattle,WA,98101.0,1977200420,7,DOWNTOWN,47.61041,-122.34214,1910,1.0,4,36160,0,36160,Office,Office,36160.0,,,,,,1862176.875,Compliant,,Mono-usage
21496,2016,NonResidential,Mixed Use Property,Soames Dunn Building,1916 Pike Place,Seattle,WA,98101.0,1977200425,7,DOWNTOWN,47.61014,-122.34251,1918,1.0,1,34617,0,34617,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,6455.0,Office,5813.0,Manufacturing/Industrial Plant,5581.0,,5136604.5,Compliant,,Multi-usages
21505,2016,NonResidential,Small- and Mid-Sized Office,U0010 - Union Stables,2200 Western Avenue,Seattle,WA,98121.0,1977200605,7,DOWNTOWN,47.6123,-122.34611,1909,1.0,5,66900,0,66900,Office,Office,68048.0,,,,,,1634178.25,Compliant,,Mono-usage
21506,2016,NonResidential,Mixed Use Property,Scargo Apartments,2205 1st Ave,Seattle,WA,98121.0,1977200610,7,DOWNTOWN,47.61252,-122.34565,1910,1.0,3,29340,0,29340,"Multifamily Housing, Office, Restaurant",Office,12714.0,Multifamily Housing,11592.0,Restaurant,2836.0,,2160420.0,Compliant,,Multi-usages
21508,2016,NonResidential,Other,White and Hitchcock,2234 1st Ave,Seattle,WA,98121.0,1977200625,7,DOWNTOWN,47.61341,-122.34597,1930,0.0,2,22710,0,22710,Food Service,Food Service,22710.0,,,,,,287763.5,Compliant,,Mono-usage
21515,2016,NonResidential,Small- and Mid-Sized Office,RDM Building,1938 Fairview Ave E,Seattle,WA,98102.0,2025049030,4,LAKE UNION,47.6367,-122.3285,2000,1.0,3,50499,13540,36959,"Office, Parking",Office,36959.0,Parking,13540.0,,,,3205182.5,Compliant,,Multi-usages
21520,2016,NonResidential,Small- and Mid-Sized Office,1910 Fairview - new,1910 Fairview,Seattle,WA,98104.0,2025049040,4,LAKE UNION,47.63616,-122.32718,1964,1.0,5,54465,9605,44860,"Office, Parking",Office,57972.0,Parking,0.0,,,,3600571.25,Compliant,,Multi-usages
21521,2016,NonResidential,K-12 School,ST NICHOLAS SCHOOL,1501 10TH AVE E,Seattle,WA,98102.0,2025049052,3,EAST,47.63239,-122.32072,1930,1.0,2,45960,0,45960,K-12 School,K-12 School,45960.0,,,,,,4167253.75,Compliant,,Mono-usage
21530,2016,NonResidential,Small- and Mid-Sized Office,Space Needle Building,203 6th Avenue N,Seattle,WA,98109.0,1991200520,7,LAKE UNION,47.61992,-122.34539,1959,1.0,2,21128,0,21128,Office,Office,21128.0,,,,,,436604.0938,Compliant,,Mono-usage
21533,2016,NonResidential,Mixed Use Property,Hyatt Place,110 6th Ave N,Seattle,WA,98109.0,1991200695,7,LAKE UNION,47.61893,-122.34473,2008,1.0,4,274442,0,274442,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,108763.0,Parking,105499.0,Multifamily Housing,58152.0,,9155568.0,Compliant,,Multi-usages
21534,2016,NonResidential,Small- and Mid-Sized Office,Little Wing,120 6th Ave N,Seattle,WA,98109.0,1991200705,7,LAKE UNION,47.61952,-122.34462,2013,1.0,3,51552,0,51552,"Data Center, Office",Office,54150.0,Data Center,650.0,,,,1539066.375,Compliant,,Multi-usages
21535,2016,NonResidential,Hotel,Travelodge - WA - Seattle - 07033,200 6th Ave N,Seattle,WA,98109.0,1991200765,7,LAKE UNION,47.62014,-122.34456,1959,1.0,4,38520,0,38520,Hotel,Hotel,38500.0,,,,,,2804534.0,Compliant,,Mono-usage
21537,2016,NonResidential,Hotel,Seattle Pacific Hotel,325 Aurora Ave N,Seattle,WA,98109.0,1991200800,7,LAKE UNION,47.62174,-122.34417,1961,1.0,3,29186,4256,24930,Hotel,Hotel,19000.0,,,,,,867184.375,Compliant,,Mono-usage
21546,2016,NonResidential,Worship Facility,Seattle Unity Church,200 8th Avenue N,Seattle,WA,98109.0,1991201375,7,LAKE UNION,47.6201,-122.34071,1960,1.0,1,27338,0,27338,Worship Facility,Worship Facility,27338.0,,,,,,581289.0,Compliant,,Mono-usage
21795,2016,NonResidential,Other,Ignatius Hall,2400 11th Ave East,Seattle,WA,98102.0,2025049007,3,EAST,47.64132,-122.31644,1999,1.0,2,85750,65640,20110,"K-12 School, Parking",Parking,65000.0,K-12 School,20000.0,,,,2045592.0,Compliant,,Multi-usages
21549,2016,NonResidential,Laboratory,410 W. Harrison,410 W. Harrison St.,Seattle,WA,98119.0,1992200045,7,MAGNOLIA / QUEEN ANNE,47.6224,-122.36248,1962,1.0,2,34416,0,34416,"Laboratory, Office, Parking",Laboratory,20649.0,Office,13767.0,Parking,2000.0,,12015936.0,Compliant,,Multi-usages
21550,2016,NonResidential,Small- and Mid-Sized Office,Bayview Building,129 1st Avenue West,Seattle,WA,98119.0,1992200400,7,MAGNOLIA / QUEEN ANNE,47.61954,-122.35847,1930,1.0,3,45864,0,45864,Office,Office,45864.0,,,,,,2590622.0,Compliant,,Mono-usage
21557,2016,NonResidential,K-12 School,Lakeside Middle School,13510 1st Ave NE,Seattle,WA,98125.0,2026049022,5,NORTHWEST,47.72726,-122.32835,1999,1.0,2,49252,0,49252,K-12 School,K-12 School,61099.0,,,,,,3485865.5,Compliant,,Mono-usage
21580,2016,NonResidential,Small- and Mid-Sized Office,Galer,214 Galer St,Seattle,WA,98102.0,2107700160,4,LAKE UNION,47.63245,-122.32529,1987,1.0,3,33176,0,33176,"Office, Parking",Office,33176.0,Parking,15000.0,,,,1426279.5,Compliant,,Multi-usages
21582,2016,NonResidential,Retail Store,WSECU - 4,1500 Fairview Ave E,Seattle,WA,98102.0,2107700260,4,LAKE UNION,47.63246,-122.32658,1993,1.0,3,25194,3764,21430,"Medical Office, Office, Retail Store",Retail Store,10751.0,Medical Office,8044.0,Office,2635.0,,1878742.875,Compliant,,Multi-usages
21611,2016,NonResidential,Worship Facility,Seattle Chinese Baptist Church,5801 Beacon Avenue South,Seattle,WA,98108.0,2124049098,2,GREATER DUWAMISH,47.55072,-122.30265,1977,1.0,99,21948,0,21948,Worship Facility,Worship Facility,21948.0,,,,,,326001.1875,Compliant,,Mono-usage
21613,2016,NonResidential,Other,Broadmoor Golf Club,2340 Broadmoor Dr. East,Seattle,WA,98112.0,2125049032,3,EAST,47.64033,-122.29135,1927,1.0,3,31191,0,31191,"Other - Recreation, Self-Storage Facility",Other - Recreation,30095.0,Self-Storage Facility,1096.0,,,,5876439.0,Compliant,,Multi-usages
21617,2016,NonResidential,Other,Bill Pierre Ford Service and Parts,12531 30th Ave NE,Seattle,WA,98125.0,2126049136,5,NORTH,47.72039,-122.29729,1947,1.0,1,37377,0,37377,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,Retail Store,3468.0,Office,840.0,,3040978.0,Compliant,,Multi-usages
21622,2016,NonResidential,Warehouse,1001 S Myrtle St,1001 S Myrtle St,Seattle,WA,98108.0,2136200605,2,GREATER DUWAMISH,47.53906,-122.32031,1977,1.0,1,29380,0,29380,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,16768.0,Office,6837.0,Other,5775.0,,856088.625,Compliant,,Multi-usages
21656,2016,NonResidential,Worship Facility,Japanese Baptist Church,160 Broadway,Seattle,WA,98122.0,2197600015,3,EAST,47.60321889,-122.3205567,1922,1.0,2,22688,0,22688,Worship Facility,Worship Facility,22688.0,,,,,,331675.0,Compliant,,Mono-usage
21687,2016,NonResidential,Other,DES Seattle Alaska St. Building,3411 S Alaska Street,Seattle,WA,98118.0,2224049003,2,SOUTHEAST,47.56028,-122.28914,1962,1.0,2,22364,0,22364,"Adult Education, Parking",Adult Education,22364.0,Parking,0.0,,,,1467029.75,Compliant,,Multi-usages
21689,2016,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services (WSDSHS) - COPY FOR MAKENSAY,3600 S. Graham St.,Seattle,WA,98118.0,2224049035,2,GREATER DUWAMISH,47.54693,-122.28718,1982,1.0,2,41262,0,41262,Office,Office,40738.0,,,,,,1903455.875,Compliant,,Mono-usage
21716,2016,NonResidential,Small- and Mid-Sized Office,223 Taylor Avenue North,223 Taylor Avenue North,Seattle,WA,98109.0,1991200270,7,LAKE UNION,47.62038,-122.34668,1953,1.0,2,43183,0,43183,"Data Center, Office",Office,26580.0,Data Center,11497.0,,,,7408342.0,Compliant,,Multi-usages
21723,2016,NonResidential,Worship Facility,FAIRVIEW CHURCH (ID21723),7801 ROOSEVELT WAY NE,Seattle,WA,98115.0,2464400730,4,NORTH,47.68566,-122.31849,1908,1.0,3,45680,0,45680,Worship Facility,Worship Facility,45680.0,,,,,,2077039.375,Compliant,,Mono-usage
21741,2016,NonResidential,Senior Care Community,Mirabella Seattle,116 Fairview Ave. N.,Seattle,WA,98109.0,2468400005,7,LAKE UNION,47.61935,-122.33389,2006,1.0,14,724148,0,724148,Senior Care Community,Senior Care Community,726000.0,,,,,,37797084.0,Compliant,,Mono-usage
21768,2016,NonResidential,Worship Facility,Mars Hill Church West Seattle,7551 35th Ave. SW,Seattle,WA,98106.0,2492200485,1,SOUTHWEST,47.53439,-122.37699,1957,1.0,1,23562,0,23562,"Office, Worship Facility",Worship Facility,18278.0,Office,15212.0,,,,531737.1875,Compliant,,Multi-usages
21772,2016,NonResidential,Small- and Mid-Sized Office,Workshops Seattle Ballard LLC,700 NW 42ns St,Seattle,WA,98107.0,2516000050,6,Ballard,47.65804,-122.36537,1999,1.0,4,28844,0,28844,"Office, Other",Office,10292.0,Other,10200.0,,,,910718.6875,Compliant,,Multi-usages
21783,2016,NonResidential,Warehouse,(ID21783) 601 SOUTH ALASKA,601 S Alaska St,Seattle,WA,98108.0,2024049004,2,GREATER DUWAMISH,47.56067,-122.32646,1989,1.0,1,21101,0,21101,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18373.0,Office,2728.0,,,,675772.875,Compliant,,Multi-usages
21784,2016,NonResidential,Refrigerated Warehouse,Sun Food Trading Co,4715 6th Ave S,Seattle,WA,98108.0,2024049006,2,GREATER DUWAMISH,47.56067,-122.32705,1914,1.0,2,45594,0,45594,Refrigerated Warehouse,Refrigerated Warehouse,45594.0,,,,,,1351267.875,Compliant,,Mono-usage
21785,2016,NonResidential,Other,AM Building,5907 4th Ave So,Seattle,WA,98108.0,2024049009,2,GREATER DUWAMISH,47.55013,-122.33044,1950,1.0,1,26660,0,26660,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,26660.0,,,,,,2241280.5,Compliant,,Mono-usage
21786,2016,NonResidential,Warehouse,(ID21786) 615 S ALASKA,615 S ALASKA ST,Seattle,WA,98108.0,2024049035,2,GREATER DUWAMISH,47.56056,-122.32593,1975,1.0,1,28126,0,28126,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,21780.0,Office,6346.0,,,,870625.8125,Compliant,,Multi-usages
21787,2016,NonResidential,Warehouse,NWCP-SEA OC Bldg,6020 6th Ave S,Seattle,WA,98108.0,2024049036,2,GREATER DUWAMISH,47.54813,-122.32553,1964,1.0,1,35000,0,35000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35000.0,,,,,,378714.4063,Compliant,,Mono-usage
21792,2016,NonResidential,Warehouse,OTM 162,5964 6th Ave. S,Seattle,WA,98108.0,2024049059,2,GREATER DUWAMISH,47.54948,-122.32536,1962,1.0,1,26150,0,26150,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26150.0,,,,,,1208407.625,Compliant,,Mono-usage
21793,2016,NonResidential,Small- and Mid-Sized Office,5950 6th Avenue S. Building,5950 6th Avenue S.,Seattle,WA,98108.0,2024049068,2,GREATER DUWAMISH,47.54974,-122.3261,1967,1.0,2,24000,0,24000,Office,Office,24000.0,,,,,,1088556.25,Compliant,,Mono-usage
21794,2016,NonResidential,K-12 School,Peyton,2400 11th Ave East,Seattle,WA,98102.0,2025049007,3,EAST,47.64132,-122.31644,1968,1.0,5,43594,0,43594,K-12 School,K-12 School,40809.0,,,,,,2478045.5,Compliant,,Mono-usage
21822,2016,NonResidential,Distribution Center,Care Medical Equipment,4135 Stone Way North,Seattle,WA,98103.0,2293900185,4,LAKE UNION,47.65791,-122.34274,1912,1.0,1,28080,0,28080,"Distribution Center, Office",Distribution Center,25580.0,Office,2500.0,,,,794724.625,Compliant,,Multi-usages
21879,2016,NonResidential,Senior Care Community,HEALTH AND REHAB OF NORTH SEATTLE,13333 GREENWOOD AVE N,Seattle,WA,98133.0,2426039037,5,NORTHWEST,47.72618,-122.35642,1954,1.0,2,51298,0,51298,Senior Care Community,Senior Care Community,51298.0,,,,,,5655578.0,Compliant,,Mono-usage
21883,2016,NonResidential,Worship Facility,Shoreline,102 N 132nd St,Seattle,WA,98133.0,2426039065,5,NORTHWEST,47.72558,-122.3578,1962,1.0,1,22047,0,22047,"Parking, Worship Facility",Worship Facility,22898.0,Parking,0.0,,,,265774.9063,Compliant,,Multi-usages
21893,2016,NonResidential,Warehouse,South Park,9125 10th Ave S,Seattle,WA,98108.0,2433700015,1,GREATER DUWAMISH,47.5213,-122.32182,1979,1.0,1,31600,0,31600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31600.0,,,,,,3363535.5,Compliant,,Mono-usage
21894,2016,NonResidential,Warehouse,821 WEARHOUSE,821 SO BARTON ST,Seattle,WA,98108.0,2433700068,1,GREATER DUWAMISH,47.52024,-122.32137,2007,1.0,1,35289,0,35289,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35289.0,,,,,,876425.0,Compliant,,Mono-usage
21896,2016,NonResidential,Warehouse,PNP Properties Building,860 South Cambridge Street,Seattle,WA,98108.0,2433700074,1,GREATER DUWAMISH,47.51899,-122.321,1981,1.0,1,28920,0,28920,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,,,,,,1750419.0,Compliant,,Mono-usage
21897,2016,NonResidential,Warehouse,9243 10TH AVE S (ID21897),9243 10TH AVE S,Seattle,WA,98108.0,2433700075,1,GREATER DUWAMISH,47.5193,-122.3213,1978,1.0,1,22176,0,22176,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22176.0,,,,,,736428.625,Compliant,,Mono-usage
21898,2016,NonResidential,Warehouse,Halfon Candy Company,9229 10th Avenue South,Seattle,WA,98108.0,2433700076,1,GREATER DUWAMISH,47.51968,-122.3212,1978,1.0,1,31300,0,31300,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31300.0,,,,,,362874.0,Error - Correct Default Data,,Mono-usage
21902,2016,NonResidential,Warehouse,Samson,9928 10th Ave South,Seattle,WA,98108.0,2433700165,1,GREATER DUWAMISH,47.51918,-122.31957,1979,1.0,1,22000,0,22000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,22000.0,Parking,0.0,,,,700627.625,Error - Correct Default Data,,Multi-usages
21904,2016,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center A,115 NE 100th Street,Seattle,WA,98125.0,2434900010,5,NORTH,47.70079,-122.32714,1974,1.0,3,39927,0,39927,"Office, Parking",Office,39541.0,Parking,0.0,,,,3568419.5,Compliant,,Multi-usages
21905,2016,NonResidential,Other,Seattle Athletic Club,333 NE 97th,Seattle,WA,98115.0,2434900060,5,NORTH,47.69883,-122.32479,1979,1.0,1,30610,0,30610,"Office, Other - Recreation",Other - Recreation,23320.0,Office,7290.0,,,,4294550.0,Compliant,,Multi-usages
21907,2016,NonResidential,Medical Office,North Seattle Professional Center,9730 3rd Avenue NE,Seattle,WA,98115.0,2434900090,5,NORTH,47.70007,-122.32533,1980,1.0,2,26930,6350,20580,Medical Office,Medical Office,26930.0,,,,,,1002995.0,Compliant,,Mono-usage
21909,2016,NonResidential,Medical Office,311 NGT Northgate Med,9800 4th Ave NE,Seattle,WA,98115.0,2434900130,5,NORTH,47.70087,-122.32379,1968,1.0,2,38745,0,38745,"Medical Office, Parking",Medical Office,65069.0,Parking,0.0,,,,2890379.0,Compliant,,Multi-usages
21913,2016,NonResidential,Self-Storage Facility,CORRY'S DRYCLEANING (ID21913),4640 UNION BAY PL NE,Seattle,WA,98105.0,2436200935,4,NORTHEAST,47.66353,-122.29505,1959,1.0,2,20296,0,20296,Self-Storage Facility,Self-Storage Facility,20296.0,,,,,,855665.125,Compliant,,Mono-usage
21916,2016,NonResidential,Mixed Use Property,Union Bay Plaza,4540 Union Bay Plaza NE,Seattle,WA,98105.0,2436201005,4,NORTHEAST,47.66246,-122.29342,1945,1.0,2,22135,0,22135,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Office,10388.0,Office,8116.0,Retail Store,3200.0,,1261634.5,Compliant,,Multi-usages
21917,2016,NonResidential,Medical Office,Lakeview Medical Building,3216 NE 45th Place,Seattle,WA,98105.0,2436201055,4,NORTHEAST,47.66183,-122.29264,1967,1.0,3,38378,0,38378,"Medical Office, Parking",Medical Office,35066.0,Parking,3312.0,,,,1645605.125,Compliant,,Multi-usages
21920,2016,NonResidential,Warehouse,Bowman Building 9742,4625 Union Way Place,Seattle,WA,98105.0,2437200015,4,NORTHEAST,47.66294,-122.29521,1980,1.0,2,33576,0,33576,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33576.0,,,,,,1275231.75,Compliant,,Mono-usage
21921,2016,NonResidential,Supermarket / Grocery Store,Safeway 0488 - 45th St,3020 NE 45th St,Seattle,WA,98105.0,2437200030,4,NORTHEAST,47.66205,-122.29545,1975,1.0,1,33005,0,33005,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,34982.0,Parking,0.0,,,,10642754.0,Compliant,,Multi-usages
21945,2016,NonResidential,Other,First Hill Plaza Retail Building,1300 Madison St,Seattle,WA,98104.0,2560350000,3,EAST,47.61074,-122.32259,1981,1.0,1,20971,0,20971,"Bank Branch, Medical Office, Parking, Retail Store",Parking,23483.0,Retail Store,10360.0,Medical Office,8509.0,,729397.1875,Compliant,,Multi-usages
21955,2016,NonResidential,Small- and Mid-Sized Office,Magnolia Center,3214 W McGraw St,Seattle,WA,98199.0,2225039036,7,MAGNOLIA / QUEEN ANNE,47.63981,-122.39907,1927,1.0,3,23910,0,23910,"Office, Retail Store",Office,20000.0,Retail Store,3910.0,,,,873577.3125,Compliant,,Multi-usages
21964,2016,NonResidential,Worship Facility,(ID21964) BALLARD BAPTIST CHURCH,2004 NW 63RD ST,Seattle,WA,98107.0,2767601245,6,BALLARD,47.67477,-122.38241,1910,1.0,2,21765,0,21765,Worship Facility,Worship Facility,21765.0,,,,,,431390.4063,Compliant,,Mono-usage
22078,2016,NonResidential,Worship Facility,Immaculate Conception Church,820 18th Ave.,Seattle,WA,98122.0,2254502165,3,CENTRAL,47.6101,-122.30838,1901,1.0,2,26560,0,26560,Worship Facility,Worship Facility,26560.0,,,,,,1751483.875,Compliant,,Mono-usage
22095,2016,NonResidential,Warehouse,Culbertson Warehouse,3535 Interlake Ave North,Seattle,WA,98103.0,2264501050,4,LAKE UNION,47.65022,-122.34174,1957,1.0,2,20140,0,20140,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20140.0,,,,,,116486.6016,Compliant,,Mono-usage
22139,2016,NonResidential,Retail Store,King Plaza 7101,7101 Martin Luther King Jr Way S,Seattle,WA,98118.0,2724049105,2,GREATER DUWAMISH,47.53846,-122.28305,1992,1.0,2,38845,0,38845,"Parking, Retail Store",Retail Store,38845.0,Parking,6000.0,,,,6917280.0,Compliant,,Multi-usages
22142,2016,NonResidential,Supermarket / Grocery Store,Safeway 0219 - Othello St,3900 S Othello St,Seattle,WA,98118.0,2724049127,2,GREATER DUWAMISH,47.53747,-122.28308,1953,1.0,1,26092,0,26092,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25946.0,Parking,0.0,,,,7619445.0,Compliant,,Multi-usages
22163,2016,NonResidential,Small- and Mid-Sized Office,THE CHAPMAN BLDG,5811 6TH AVE S,Seattle,WA,98108.0,2738100380,2,GREATER DUWAMISH,47.55045,-122.32749,1967,1.0,1,25500,0,25500,Office,Office,25500.0,,,,,,1213869.75,Compliant,,Mono-usage
22165,2016,NonResidential,Warehouse,(ID22165) MICHIGAN STREET BUILDINGS,790 S Michigan St,Seattle,WA,98108.0,2738100500,2,GREATER DUWAMISH,47.5478,-122.32307,1961,1.0,1,41895,0,41895,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,37524.0,Office,2596.0,,,,1242311.5,Compliant,,Multi-usages
22166,2016,NonResidential,Retail Store,Georgetown Center Bldg A,800 S Michigan ST.,Seattle,WA,98108.0,2738100610,2,GREATER DUWAMISH,47.54912,-122.32184,1958,1.0,2,56193,0,56193,Retail Store,Retail Store,56193.0,,,,,,2497942.75,Compliant,,Mono-usage
22223,2016,NonResidential,K-12 School,St. Alphonsus School,5806 15th Ave. NW,Seattle,WA,98107.0,2767900390,6,BALLARD,47.6712,-122.37568,1922,1.0,3,35448,0,35448,K-12 School,K-12 School,35448.0,,,,,,1379932.5,Compliant,,Mono-usage
